latitude,longitude,depth,mag,place
12.981,92.405,33.2,4.5,"145 km NNW of Bamboo Flat, India"
12.943,93.269,30.0,4.4,"150 km NNE of Bamboo Flat, India"
33.079,78.198,10.0,3.4,"123 km ENE of Kyelang, India"
8.352,92.095,30.0,4.3,"Nicobar Islands, India region"
30.924,78.56,42.6,4.4,"24 km NNE of Uttark?shi, India"
13.244,92.544,30.0,4.8,"171 km N of Bamboo Flat, India"
17.398,74.118,35.0,4.4,"13 km NNW of Kar?d, India"
9.952,91.328,30.0,4.0,"244 km SW of Port Blair, India"
13.787,93.457,30.0,4.7,"244 km NNE of Bamboo Flat, India"
13.19,92.183,30.0,4.1,"174 km NNW of Bamboo Flat, India"
8.132,92.422,30.0,4.5,"Nicobar Islands, India region"
10.762,91.448,28.9,4.7,"173 km SW of Bamboo Flat, India"
12.857,91.799,30.0,4.5,"Andaman Islands, India region"
11.429,92.775,30.0,4.7,"26 km S of Port Blair, India"
9.004,92.28,30.0,4.3,"298 km S of Port Blair, India"
8.247,92.477,30.0,4.2,"Nicobar Islands, India region"
9.283,92.993,30.0,4.0,"264 km S of Port Blair, India"
13.031,93.351,51.9,4.4,"162 km NNE of Bamboo Flat, India"
8.016,91.958,30.0,5.1,"Nicobar Islands, India region"
10.864,91.602,30.0,4.6,"152 km SW of Bamboo Flat, India"
10.84,93.091,30.0,4.6,"98 km SSE of Port Blair, India"
8.381,92.328,33.5,5.3,"Nicobar Islands, India region"
12.04,94.986,26.1,4.5,"247 km E of Port Blair, India"
11.427,92.229,23.8,4.8,"61 km WSW of Bamboo Flat, India"
23.273,91.406,38.1,4.0,"5 km WNW of Belonia, India"
8.397,91.714,30.0,4.1,"Nicobar Islands, India region"
8.372,91.639,25.5,5.3,"Nicobar Islands, India region"
8.061,91.889,30.0,4.7,"Nicobar Islands, India region"
8.226,92.894,14.9,4.3,"Nicobar Islands, India region"
8.02,93.002,30.9,5.2,"Nicobar Islands, India region"
8.114,91.932,30.0,4.7,"Nicobar Islands, India region"
8.119,91.83,25.0,4.6,"Nicobar Islands, India region"
8.009,91.805,9.7,4.6,"Nicobar Islands, India region"
8.026,91.958,30.3,4.9,"Nicobar Islands, India region"
8.067,92.011,29.2,4.8,"Nicobar Islands, India region"
8.034,91.905,33.6,4.8,"Nicobar Islands, India region"
8.091,92.109,30.7,5.1,"Nicobar Islands, India region"
8.064,91.816,19.5,5.1,"Nicobar Islands, India region"
12.744,93.292,44.5,4.5,"131 km NNE of Bamboo Flat, India"
13.027,93.307,33.9,4.6,"Andaman Islands, India region"
35.34,77.791,10.0,4.2,"101 km ENE of Thang, India"
26.413,93.388,26.1,4.8,"32 km SW of Bok?kh?t, India"
8.302,93.562,30.0,4.2,"Nicobar Islands, India region"
8.687,92.37,30.0,4.3,"Nicobar Islands, India region"
12.76,93.442,30.0,4.2,"141 km NE of Bamboo Flat, India"
11.014,91.816,30.0,4.2,"124 km SW of Bamboo Flat, India"
10.958,91.6,27.4,4.3,"146 km SW of Bamboo Flat, India"
8.527,92.258,43.0,4.8,"Nicobar Islands, India region"
9.315,93.013,41.1,4.8,"261 km S of Port Blair, India"
13.658,92.833,5.2,4.4,"216 km N of Bamboo Flat, India"
13.658,92.892,10.0,4.4,"217 km N of Bamboo Flat, India"
10.465,92.239,30.0,4.6,"143 km SSW of Port Blair, India"
10.257,93.481,30.0,4.4,"175 km SSE of Port Blair, India"
32.729,76.312,20.0,4.8,"25 km NE of Chamba, India"
10.251,93.582,36.8,5.3,"181 km SSE of Port Blair, India"
8.317,93.073,30.0,4.5,"Nicobar Islands, India region"
11.665,93.046,30.0,4.2,"32 km E of Port Blair, India"
13.849,93.607,39.7,5.1,"256 km NNE of Bamboo Flat, India"
9.103,92.605,30.0,4.6,"283 km S of Port Blair, India"
28.794,96.089,46.1,4.6,"91 km NNW of Hayuliang, India"
11.794,94.285,30.0,3.9,"168 km E of Port Blair, India"
12.147,92.456,30.0,4.3,"57 km NNW of Bamboo Flat, India"
10.643,92.03,30.0,4.5,"137 km SW of Port Blair, India"
11.988,95.008,30.0,4.3,"249 km E of Port Blair, India"
33.871,80.81,10.0,4.0,"299 km E of Leh, India"
26.478,93.139,54.2,4.3,"37 km ESE of Tezpur, India"
10.116,93.021,30.0,4.5,"174 km S of Port Blair, India"
11.755,92.811,55.2,4.2,"11 km ENE of Bamboo Flat, India"
34.379,74.488,45.0,3.7,"10 km N of Sopur, India"
13.456,92.72,26.2,4.6,"194 km N of Bamboo Flat, India"
11.043,94.805,30.0,4.3,"235 km ESE of Port Blair, India"
13.508,92.87,30.0,4.5,"200 km N of Bamboo Flat, India"
12.21,92.348,30.0,4.5,"69 km NW of Bamboo Flat, India"
27.205,87.92,44.4,4.6,"32 km WNW of Naya B?z?r, India"
26.072,95.691,83.7,4.9,"89 km ESE of Tuensang, India"
13.584,92.746,30.0,4.6,"208 km N of Bamboo Flat, India"
11.275,95.098,30.0,4.1,"260 km E of Port Blair, India"
8.731,92.717,30.8,4.5,"Nicobar Islands, India region"
10.428,91.699,25.1,4.0,"178 km SW of Port Blair, India"
12.882,92.543,30.0,3.9,"132 km N of Bamboo Flat, India"
26.454,96.249,91.3,4.1,"62 km WNW of Sarupathar, India"
12.217,94.696,18.1,4.7,"220 km ENE of Port Blair, India"
12.145,94.701,15.5,4.6,"219 km ENE of Port Blair, India"
8.291,93.535,30.0,4.2,"Nicobar Islands, India region"
10.987,91.798,43.9,4.3,"127 km SW of Bamboo Flat, India"
17.144,73.854,10.0,4.4,"26 km S of P?tan, India"
12.982,93.276,30.0,3.8,"154 km NNE of Bamboo Flat, India"
12.007,92.262,30.0,4.1,"60 km NW of Bamboo Flat, India"
12.697,93.155,30.0,4.5,"120 km NNE of Bamboo Flat, India"
12.318,94.861,30.0,4.8,"241 km ENE of Port Blair, India"
9.487,92.845,30.0,4.5,"241 km S of Port Blair, India"
8.115,91.916,37.2,4.4,"Nicobar Islands, India region"
11.683,92.319,30.0,4.4,"43 km W of Bamboo Flat, India"
9.526,92.788,30.0,4.6,"236 km S of Port Blair, India"
12.739,92.688,29.6,4.2,"114 km N of Bamboo Flat, India"
26.934,92.423,56.0,4.3,"26 km NNW of Dhekiajuli, India"
11.982,92.155,30.0,4.1,"68 km WNW of Bamboo Flat, India"
12.291,94.709,30.0,4.1,"Andaman Islands, India region"
26.143,87.211,57.7,3.5,"18 km SSW of Forbesganj, India"
13.011,92.519,30.0,4.2,"146 km N of Bamboo Flat, India"
12.912,93.212,30.0,4.3,"144 km NNE of Bamboo Flat, India"
13.653,92.889,32.7,4.2,"216 km N of Bamboo Flat, India"
22.845,92.331,24.6,4.2,"42 km W of Lunglei, India"
8.216,91.614,30.0,4.0,"Nicobar Islands, India region"
31.126,78.522,10.0,3.7,"44 km N of Uttark?shi, India"
12.056,95.042,30.0,4.2,"253 km E of Port Blair, India"
35.632,78.375,97.6,4.2,"163 km ENE of Thang, India"
13.055,91.847,25.0,4.2,"177 km NNW of Bamboo Flat, India"
9.69,93.925,30.0,4.4,"253 km SSE of Port Blair, India"
9.894,92.031,30.0,4.2,"211 km SSW of Port Blair, India"
8.644,93.72,30.0,4.7,"Nicobar Islands, India region"
10.084,92.482,30.0,4.4,"177 km S of Port Blair, India"
13.839,93.283,24.2,4.3,"244 km NNE of Bamboo Flat, India"
12.842,92.311,30.0,4.2,"133 km NNW of Bamboo Flat, India"
11.049,92.062,30.0,4.4,"101 km SW of Port Blair, India"
10.535,91.737,27.5,3.9,"166 km SW of Port Blair, India"
10.72,92.055,27.4,4.0,"129 km SW of Port Blair, India"
12.845,93.206,30.0,4.5,"137 km NNE of Bamboo Flat, India"
9.749,90.066,30.0,4.5,"Nicobar Islands, India region"
12.504,91.62,30.0,4.2,"148 km NW of Bamboo Flat, India"
9.925,92.82,35.1,4.4,"192 km S of Port Blair, India"
9.869,92.45,30.0,4.3,"201 km S of Port Blair, India"
9.217,91.802,47.4,4.3,"289 km SSW of Port Blair, India"
9.291,91.688,19.8,5.3,"287 km SSW of Port Blair, India"
25.764,91.059,33.6,4.3,"34 km NW of Nongstoin, India"
13.575,92.849,30.0,4.7,"207 km N of Bamboo Flat, India"
11.379,92.07,26.7,4.5,"78 km WSW of Bamboo Flat, India"
9.06,92.706,30.0,4.2,"288 km S of Port Blair, India"
12.155,92.46,30.0,4.5,"57 km NNW of Bamboo Flat, India"
9.048,92.121,30.0,4.2,"297 km SSW of Port Blair, India"
11.385,92.169,30.0,4.3,"69 km WSW of Bamboo Flat, India"
8.652,92.292,32.1,4.5,"Nicobar Islands, India region"
8.686,93.713,36.1,4.9,"Nicobar Islands, India region"
8.703,92.349,39.3,4.5,"Nicobar Islands, India region"
13.721,93.014,30.0,4.2,"225 km N of Bamboo Flat, India"
10.699,91.689,30.0,4.5,"157 km SW of Port Blair, India"
12.897,93.064,30.0,4.3,"137 km NNE of Bamboo Flat, India"
12.923,92.403,30.0,4.5,"139 km NNW of Bamboo Flat, India"
8.93,93.679,30.0,4.7,"Nicobar Islands, India region"
8.664,93.47,30.0,4.4,"Nicobar Islands, India region"
10.922,92.586,30.0,4.5,"84 km SSW of Port Blair, India"
8.973,93.568,30.0,4.2,"Nicobar Islands, India region"
32.671,76.41,20.0,4.1,"29 km ENE of Chamba, India"
10.726,91.547,22.3,4.0,"167 km SW of Bamboo Flat, India"
10.738,91.611,24.9,4.6,"160 km SW of Bamboo Flat, India"
10.692,91.719,28.1,4.4,"155 km SW of Port Blair, India"
10.783,92.041,30.0,4.7,"124 km SW of Port Blair, India"
10.178,93.634,25.9,5.3,"191 km SSE of Port Blair, India"
13.845,93.156,29.4,4.7,"242 km NNE of Bamboo Flat, India"
33.701,80.642,31.5,3.9,"287 km E of Leh, India"
12.244,92.743,30.0,4.5,"60 km N of Bamboo Flat, India"
14.658,92.493,30.0,4.7,"Andaman Islands, India region"
12.887,91.92,30.0,4.6,"157 km NNW of Bamboo Flat, India"
10.319,92.573,30.0,4.4,"150 km S of Port Blair, India"
13.663,92.699,30.0,3.9,"217 km N of Bamboo Flat, India"
10.01,93.525,30.0,4.3,"202 km SSE of Port Blair, India"
10.297,92.336,30.1,4.3,"157 km SSW of Port Blair, India"
8.248,93.571,30.0,4.3,"Nicobar Islands, India region"
8.405,93.703,30.0,4.2,"Nicobar Islands, India region"
32.567,76.359,31.3,4.8,"21 km E of Chamba, India"
8.892,93.171,30.0,4.2,"Nicobar Islands, India region"
13.405,92.737,30.0,4.3,"188 km N of Bamboo Flat, India"
10.473,92.753,30.0,4.1,"131 km S of Port Blair, India"
11.582,92.644,30.0,4.1,"14 km SW of Port Blair, India"
13.695,92.91,30.0,4.3,"221 km N of Bamboo Flat, India"
11.301,90.992,30.0,4.2,"193 km WSW of Bamboo Flat, India"
8.012,91.868,30.0,4.5,"Nicobar Islands, India region"
8.184,91.776,30.0,4.6,"Nicobar Islands, India region"
8.113,91.663,30.0,4.3,"Nicobar Islands, India region"
10.567,92.232,31.5,5.0,"133 km SSW of Port Blair, India"
10.69,91.296,30.0,4.2,"191 km SW of Bamboo Flat, India"
13.162,92.463,30.0,4.1,"164 km N of Bamboo Flat, India"
8.148,91.684,32.0,4.2,"Nicobar Islands, India region"
13.475,93.049,30.0,4.1,"199 km N of Bamboo Flat, India"
8.299,91.61,30.4,4.0,"Nicobar Islands, India region"
10.693,91.498,30.0,4.2,"173 km SW of Bamboo Flat, India"
10.235,91.58,34.7,4.8,"203 km SW of Port Blair, India"
8.394,93.887,30.0,4.0,"Nicobar Islands, India region"
13.939,93.174,30.0,3.9,"252 km NNE of Bamboo Flat, India"
14.704,93.47,25.3,4.5,"Andaman Islands, India region"
9.776,93.661,25.0,5.2,"231 km SSE of Port Blair, India"
10.924,92.214,30.0,3.9,"100 km SW of Port Blair, India"
24.345,94.549,90.8,3.5,"56 km ESE of W?ngjing, India"
13.108,92.72,29.5,4.8,"155 km N of Bamboo Flat, India"
13.123,92.704,29.7,4.6,"157 km N of Bamboo Flat, India"
11.81,94.926,23.9,4.3,"238 km E of Port Blair, India"
9.965,93.895,27.8,4.6,"226 km SSE of Port Blair, India"
9.712,93.567,30.0,4.4,"234 km SSE of Port Blair, India"
13.441,92.838,30.0,4.4,"193 km N of Bamboo Flat, India"
8.117,91.395,30.0,4.1,"Nicobar Islands, India region"
13.029,91.749,26.0,4.3,"180 km NW of Bamboo Flat, India"
10.852,92.143,30.0,4.1,"111 km SW of Port Blair, India"
10.622,91.276,26.7,4.5,"197 km SW of Bamboo Flat, India"
28.259,87.926,70.7,4.7,"101 km NW of Mangan, India"
14.34,92.068,30.0,4.2,"Andaman Islands, India region"
12.724,93.139,30.0,4.5,"122 km NNE of Bamboo Flat, India"
16.822,73.276,10.0,4.3,"19 km S of Ratnagiri, India"
12.914,93.295,50.3,4.3,"148 km NNE of Bamboo Flat, India"
8.79,93.663,30.0,3.8,"Nicobar Islands, India region"
25.477,94.842,67.2,5.2,"40 km ESE of Phek, India"
13.384,92.659,33.4,4.0,"186 km N of Bamboo Flat, India"
10.295,92.887,30.0,4.2,"152 km S of Port Blair, India"
12.312,92.568,30.0,5.2,"69 km NNW of Bamboo Flat, India"
26.08,95.285,68.9,4.9,"50 km ESE of Tuensang, India"
8.697,93.545,30.0,4.1,"Nicobar Islands, India region"
13.061,92.476,38.0,5.0,"152 km N of Bamboo Flat, India"
10.182,93.721,30.0,4.6,"195 km SSE of Port Blair, India"
12.339,92.533,20.4,5.0,"73 km NNW of Bamboo Flat, India"
11.555,92.37,30.7,4.4,"41 km WSW of Bamboo Flat, India"
10.975,92.257,30.0,4.1,"93 km SW of Port Blair, India"
9.16,91.831,30.0,4.2,"294 km SSW of Port Blair, India"
13.365,92.289,30.0,4.0,"189 km NNW of Bamboo Flat, India"
10.27,93.796,30.0,4.5,"192 km SE of Port Blair, India"
9.52,93.254,30.0,4.4,"243 km SSE of Port Blair, India"
8.141,92.001,29.8,4.2,"Nicobar Islands, India region"
11.043,92.192,23.5,4.8,"91 km SW of Port Blair, India"
8.608,93.689,30.0,4.3,"Nicobar Islands, India region"
8.641,93.871,30.0,4.4,"Nicobar Islands, India region"
8.721,93.678,30.0,4.4,"Nicobar Islands, India region"
17.072,73.668,10.0,4.3,"Maharashtra, India"
12.178,92.399,30.0,4.7,"63 km NNW of Bamboo Flat, India"
17.145,73.73,10.0,4.9,"28 km ESE of M?khjan, India"
11.782,94.387,48.3,4.4,"179 km E of Port Blair, India"
9.439,93.152,57.3,4.9,"250 km S of Port Blair, India"
11.066,92.086,31.8,4.6,"97 km SW of Port Blair, India"
11.852,94.681,48.9,4.6,"211 km E of Port Blair, India"
11.626,94.032,30.0,4.2,"140 km E of Port Blair, India"
11.834,94.38,32.3,4.2,"179 km E of Port Blair, India"
10.143,91.768,49.2,4.3,"199 km SSW of Port Blair, India"
10.628,92.13,21.1,4.5,"133 km SSW of Port Blair, India"
12.335,92.392,30.0,4.2,"78 km NNW of Bamboo Flat, India"
11.582,93.019,71.9,4.8,"31 km ESE of Port Blair, India"
9.735,91.634,30.0,5.2,"245 km SSW of Port Blair, India"
9.676,91.789,30.0,4.1,"243 km SSW of Port Blair, India"
10.707,92.057,30.0,4.5,"130 km SW of Port Blair, India"
10.771,92.233,30.0,4.0,"113 km SSW of Port Blair, India"
10.604,91.528,30.0,4.6,"177 km SW of Port Blair, India"
14.246,92.152,30.0,4.0,"288 km NNW of Bamboo Flat, India"
9.4,93.059,30.0,4.8,"252 km S of Port Blair, India"
9.456,93.362,30.0,4.0,"253 km SSE of Port Blair, India"
24.552,94.609,80.1,3.7,"55 km E of W?ngjing, India"
9.886,94.572,30.0,4.0,"280 km SE of Port Blair, India"
9.068,92.706,30.0,4.0,"287 km S of Port Blair, India"
9.655,93.846,30.0,4.2,"252 km SSE of Port Blair, India"
9.311,91.834,35.4,4.7,"278 km SSW of Port Blair, India"
11.581,92.737,30.0,3.9,"9 km S of Port Blair, India"
10.646,93.491,30.0,4.6,"139 km SE of Port Blair, India"
12.796,92.839,30.0,3.7,"Andaman Islands, India region"
10.225,93.659,30.0,4.8,"188 km SSE of Port Blair, India"
8.592,94.466,30.0,4.3,"Nicobar Islands, India region"
9.176,92.307,37.1,4.3,"279 km S of Port Blair, India"
8.309,93.397,30.0,4.2,"Nicobar Islands, India region"
10.827,91.732,27.1,4.6,"144 km SW of Port Blair, India"
10.917,92.335,30.0,4.3,"94 km SSW of Port Blair, India"
12.97,93.137,30.0,4.0,"147 km NNE of Bamboo Flat, India"
14.595,92.237,30.0,4.3,"Andaman Islands, India region"
35.649,77.854,57.5,3.7,"125 km NE of Thang, India"
14.507,92.362,30.0,4.7,"Andaman Islands, India region"
9.952,91.727,30.0,3.8,"219 km SSW of Port Blair, India"
9.202,93.886,22.7,4.3,"299 km SSE of Port Blair, India"
8.593,93.557,23.9,4.8,"Nicobar Islands, India region"
13.701,92.691,30.0,4.0,"221 km N of Bamboo Flat, India"
11.783,92.201,31.5,4.3,"56 km W of Bamboo Flat, India"
25.371,91.553,24.9,4.2,"16 km WNW of Cherrapunji, India"
13.946,92.981,30.0,4.4,"250 km N of Bamboo Flat, India"
12.846,93.167,30.0,4.3,"135 km NNE of Bamboo Flat, India"
10.038,91.567,30.0,4.7,"221 km SW of Port Blair, India"
8.354,93.659,30.0,4.1,"Nicobar Islands, India region"
14.458,93.162,36.5,3.7,"Andaman Islands, India region"
13.302,92.527,32.4,4.1,"178 km N of Bamboo Flat, India"
10.804,91.813,30.0,4.3,"139 km SW of Port Blair, India"
10.805,91.633,30.0,4.2,"154 km SW of Bamboo Flat, India"
9.823,91.955,30.0,3.9,"221 km SSW of Port Blair, India"
9.38,93.112,30.0,5.1,"Nicobar Islands, India region"
11.917,93.602,41.9,4.3,"97 km ENE of Port Blair, India"
11.954,92.183,3.7,4.5,"64 km WNW of Bamboo Flat, India"
9.142,93.594,30.0,4.3,"294 km SSE of Port Blair, India"
13.741,92.908,30.0,4.0,"226 km N of Bamboo Flat, India"
14.054,93.302,30.0,4.1,"268 km NNE of Bamboo Flat, India"
10.056,93.402,30.0,4.0,"191 km SSE of Port Blair, India"
8.63,93.768,30.0,4.8,"Nicobar Islands, India region"
13.784,93.143,30.0,4.8,"235 km NNE of Bamboo Flat, India"
13.802,93.094,30.0,4.8,"236 km N of Bamboo Flat, India"
8.539,90.446,30.0,4.4,"Nicobar Islands, India region"
8.426,93.855,30.0,4.3,"Nicobar Islands, India region"
13.38,91.809,30.0,4.2,"210 km NNW of Bamboo Flat, India"
8.572,92.407,30.0,3.8,"Nicobar Islands, India region"
25.473,95.019,76.3,4.2,"56 km ESE of Phek, India"
10.097,93.429,30.0,4.2,"188 km SSE of Port Blair, India"
13.267,92.541,30.0,3.7,"174 km N of Bamboo Flat, India"
13.576,92.844,30.0,4.3,"207 km N of Bamboo Flat, India"
10.219,93.608,25.5,5.4,"185 km SSE of Port Blair, India"
11.405,92.214,32.7,4.8,"63 km WSW of Bamboo Flat, India"
30.655,78.243,25.0,3.5,"17 km SSE of Barkot, India"
12.762,92.371,30.0,3.9,"123 km NNW of Bamboo Flat, India"
10.985,90.777,30.0,3.9,"226 km WSW of Bamboo Flat, India"
13.324,91.569,24.0,4.6,"218 km NW of Bamboo Flat, India"
12.823,91.517,30.0,4.0,"180 km NW of Bamboo Flat, India"
13.086,92.245,30.0,4.3,"161 km NNW of Bamboo Flat, India"
13.725,92.816,30.0,4.3,"224 km N of Bamboo Flat, India"
13.125,92.284,30.0,4.0,"164 km NNW of Bamboo Flat, India"
9.753,93.595,45.2,4.8,"231 km SSE of Port Blair, India"
8.375,93.881,30.0,4.5,"Nicobar Islands, India region"
9.006,93.519,30.0,4.3,"Nicobar Islands, India region"
13.658,92.756,30.0,4.4,"216 km N of Bamboo Flat, India"
13.595,92.958,30.0,4.4,"211 km N of Bamboo Flat, India"
8.168,92.728,38.5,3.9,"Nicobar Islands, India region"
8.833,93.932,30.0,4.1,"Nicobar Islands, India region"
31.85,74.991,50.4,4.2,"3 km ESE of Fatehgarh Ch?ri?n, India"
8.693,93.976,30.0,4.2,"Nicobar Islands, India region"
8.769,93.908,30.0,4.7,"Nicobar Islands, India region"
8.778,93.863,30.0,4.9,"Nicobar Islands, India region"
24.428,94.537,69.7,5.2,"51 km ESE of W?ngjing, India"
24.55,92.524,35.2,5.0,"9 km W of L?la, India"
13.47,92.946,28.8,4.6,"197 km N of Bamboo Flat, India"
13.487,92.855,30.0,3.8,"198 km N of Bamboo Flat, India"
12.911,91.697,23.4,4.6,"173 km NW of Bamboo Flat, India"
12.934,91.519,24.3,4.2,"188 km NW of Bamboo Flat, India"
14.528,92.074,28.1,4.3,"Andaman Islands, India region"
13.123,92.49,30.0,4.4,"159 km N of Bamboo Flat, India"
13.818,92.972,30.0,4.6,"235 km N of Bamboo Flat, India"
13.01,93.222,50.1,4.6,"154 km NNE of Bamboo Flat, India"
12.016,93.454,30.0,3.9,"86 km ENE of Port Blair, India"
8.579,94.148,30.0,4.2,"Nicobar Islands, India region"
13.929,93.048,30.0,4.4,"249 km N of Bamboo Flat, India"
8.427,93.59,30.0,4.3,"Nicobar Islands, India region"
10.653,93.281,30.0,4.3,"126 km SSE of Port Blair, India"
8.706,93.842,30.0,4.4,"Nicobar Islands, India region"
8.888,94.016,30.0,4.6,"Nicobar Islands, India region"
8.379,93.289,30.0,4.2,"Nicobar Islands, India region"
8.849,94.033,30.0,4.4,"Nicobar Islands, India region"
8.923,94.0,30.0,4.0,"Nicobar Islands, India region"
8.719,93.643,30.0,4.2,"Nicobar Islands, India region"
14.565,92.422,25.0,4.5,"Andaman Islands, India region"
10.768,93.368,45.5,4.2,"120 km SE of Port Blair, India"
14.626,92.67,30.0,4.5,"Andaman Islands, India region"
8.692,93.766,30.0,4.4,"Nicobar Islands, India region"
10.822,93.165,30.0,4.6,"103 km SSE of Port Blair, India"
13.552,92.83,30.0,4.5,"205 km N of Bamboo Flat, India"
8.469,94.112,30.0,4.7,"Nicobar Islands, India region"
10.586,92.628,30.0,4.4,"120 km S of Port Blair, India"
13.755,92.974,30.0,4.3,"229 km N of Bamboo Flat, India"
13.424,92.835,54.5,4.2,"191 km N of Bamboo Flat, India"
13.343,91.917,30.0,4.5,"201 km NNW of Bamboo Flat, India"
8.346,92.595,39.0,4.8,"Nicobar Islands, India region"
11.009,92.266,30.0,4.2,"89 km SW of Port Blair, India"
13.784,93.286,30.0,4.2,"238 km NNE of Bamboo Flat, India"
13.855,93.58,35.6,5.4,"256 km NNE of Bamboo Flat, India"
13.683,92.786,30.0,4.5,"219 km N of Bamboo Flat, India"
9.971,92.943,30.0,4.6,"188 km S of Port Blair, India"
10.011,92.982,30.0,5.0,"184 km S of Port Blair, India"
10.102,93.12,30.0,4.6,"177 km SSE of Port Blair, India"
13.581,92.788,30.0,4.6,"208 km N of Bamboo Flat, India"
26.125,95.563,75.5,4.9,"75 km ESE of Tuensang, India"
9.915,93.956,46.9,4.7,"234 km SE of Port Blair, India"
9.774,94.001,30.0,4.5,"250 km SSE of Port Blair, India"
9.959,94.099,25.2,4.9,"239 km SE of Port Blair, India"
9.862,94.044,30.0,4.7,"244 km SE of Port Blair, India"
9.988,93.993,43.6,5.3,"230 km SE of Port Blair, India"
9.99,93.959,32.0,5.4,"227 km SE of Port Blair, India"
12.884,92.54,30.0,4.9,"132 km N of Bamboo Flat, India"
8.803,93.658,30.0,4.6,"Nicobar Islands, India region"
13.154,92.932,43.4,5.1,"162 km N of Bamboo Flat, India"
13.784,93.147,21.8,5.1,"235 km NNE of Bamboo Flat, India"
13.108,93.042,30.0,4.6,"159 km NNE of Bamboo Flat, India"
12.377,92.358,30.0,5.0,"84 km NNW of Bamboo Flat, India"
8.319,93.959,30.0,5.0,"Nicobar Islands, India region"
8.346,93.289,30.0,4.2,"Nicobar Islands, India region"
13.104,92.996,30.0,5.2,"158 km N of Bamboo Flat, India"
12.036,92.295,30.0,4.5,"59 km NW of Bamboo Flat, India"
8.445,93.403,30.0,4.4,"Nicobar Islands, India region"
10.304,92.659,30.0,4.5,"150 km S of Port Blair, India"
8.413,93.811,22.6,4.3,"Nicobar Islands, India region"
8.146,93.648,30.0,4.3,"Nicobar Islands, India region"
8.244,93.967,30.0,4.5,"Nicobar Islands, India region"
8.403,93.871,30.0,4.0,"Nicobar Islands, India region"
8.348,93.973,30.0,4.4,"Nicobar Islands, India region"
8.243,93.846,30.0,4.5,"Nicobar Islands, India region"
8.425,93.594,30.0,4.2,"Nicobar Islands, India region"
8.069,94.145,30.0,4.5,"Nicobar Islands, India region"
9.04,93.445,30.0,4.1,"Nicobar Islands, India region"
13.968,93.367,30.0,4.4,"260 km NNE of Bamboo Flat, India"
13.782,93.125,30.0,4.5,"234 km N of Bamboo Flat, India"
8.188,93.833,30.0,4.6,"Nicobar Islands, India region"
13.221,92.506,30.0,4.6,"169 km N of Bamboo Flat, India"
8.192,93.78,30.0,4.6,"Nicobar Islands, India region"
8.17,93.796,30.0,4.8,"Nicobar Islands, India region"
8.149,93.673,30.0,4.4,"Nicobar Islands, India region"
12.573,92.501,30.0,4.2,"99 km NNW of Bamboo Flat, India"
8.218,93.857,30.0,4.4,"Nicobar Islands, India region"
8.213,93.713,30.0,4.3,"Nicobar Islands, India region"
8.227,93.689,30.0,4.3,"Nicobar Islands, India region"
9.697,93.471,30.0,5.3,"231 km SSE of Port Blair, India"
8.455,94.061,30.0,4.6,"Nicobar Islands, India region"
8.221,93.708,30.0,4.4,"Nicobar Islands, India region"
8.267,93.803,30.0,4.6,"Nicobar Islands, India region"
8.222,93.883,30.0,4.4,"Nicobar Islands, India region"
8.283,93.754,30.0,4.4,"Nicobar Islands, India region"
13.252,93.188,30.0,4.6,"179 km NNE of Bamboo Flat, India"
8.037,93.578,30.0,4.7,"Nicobar Islands, India region"
8.224,93.849,30.0,4.6,"Nicobar Islands, India region"
10.783,91.777,30.0,5.2,"144 km SW of Port Blair, India"
13.285,92.84,30.0,5.0,"175 km N of Bamboo Flat, India"
8.645,93.342,30.0,4.5,"Nicobar Islands, India region"
13.702,92.947,30.0,4.4,"222 km N of Bamboo Flat, India"
9.579,93.397,30.0,4.2,"241 km SSE of Port Blair, India"
9.489,93.245,30.0,4.3,"246 km SSE of Port Blair, India"
13.461,92.465,30.0,4.3,"196 km N of Bamboo Flat, India"
10.973,91.94,25.6,4.5,"Andaman Islands, India region"
10.513,92.191,10.4,4.5,"141 km SSW of Port Blair, India"
9.623,93.543,30.0,4.5,"Nicobar Islands, India region"
11.588,92.088,30.0,3.9,"69 km W of Bamboo Flat, India"
11.718,92.325,30.0,4.3,"42 km W of Bamboo Flat, India"
12.105,91.367,30.0,4.0,"153 km WNW of Bamboo Flat, India"
10.28,91.411,30.0,4.4,"211 km SW of Port Blair, India"
14.623,92.518,26.8,4.7,"Andaman Islands, India region"
12.977,92.519,30.9,4.3,"142 km N of Bamboo Flat, India"
10.453,93.188,30.0,4.3,"142 km SSE of Port Blair, India"
9.181,92.771,21.4,4.3,"274 km S of Port Blair, India"
14.385,91.866,30.0,4.3,"Andaman Islands, India region"
12.158,92.147,30.0,3.7,"80 km NW of Bamboo Flat, India"
10.409,92.813,30.0,4.5,"139 km S of Port Blair, India"
13.471,92.672,30.0,4.3,"195 km N of Bamboo Flat, India"
9.448,93.201,30.0,4.8,"250 km SSE of Port Blair, India"
13.443,92.888,30.0,3.6,"Andaman Islands, India region"
13.635,93.011,28.4,5.1,"216 km N of Bamboo Flat, India"
12.596,92.456,25.5,4.0,"Andaman Islands, India region"
13.368,92.758,30.0,3.5,"184 km N of Bamboo Flat, India"
8.356,92.838,30.0,4.0,"Nicobar Islands, India region"
8.091,92.738,29.8,4.2,"Nicobar Islands, India region"
11.136,92.222,30.0,4.2,"81 km SW of Port Blair, India"
